slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla,chainId
blockeden-mainnet-enterprise-50-recent-state,,!offer:blockeden-enterprise-50-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
blockeden-mainnet-enterprise-500-recent-state,,!offer:blockeden-enterprise-500-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
blockeden-mainnet-free-recent-state,,!offer:blockeden-free-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
blockeden-mainnet-pro-recent-state,,!offer:blockeden-pro-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
chain-love-mainnet-indexer,,!offer:chain-love-free-indexer,"[""[Deploy](https://somnia.chain.love/graph)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/somnia)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
chain-love-testnet-free,,!offer:chain-love-free,"[""[Website](https://somnia.chain.love/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/somnia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
chain-love-testnet-indexer,,!offer:chain-love-free-indexer,"[""[Deploy](https://somnia.chain.love/graph)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/somnia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
dipdup-mainnet-free-indexer,,!offer:dipdup-free-indexer,"[""[Website](https://dipdup.io/)"",""[Docs](https://dipdup.io/docs/supported-networks/somnia)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
dipdup-testnet-free-indexer,,!offer:dipdup-free-indexer,"[""[Website](https://dipdup.io/)"",""[Docs](https://dipdup.io/docs/supported-networks/somnia)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
getblock-mainnet-advanced-full-archive,,!offer:getblock-advanced-full-archive,,,,,,,mainnet,,,,,"[""eth"",""net"",""web3"",""WebSockets""]",,,,,,,,,,,,,,,5031
getblock-mainnet-advanced-recent-state,,!offer:getblock-advanced-recent-state,,,,,,,mainnet,,,,,"[""eth"",""net"",""web3"",""WebSockets""]",,,,,,,,,,,,,,,5031
getblock-mainnet-dedicated-recent-state,,!offer:getblock-dedicated-recent-state,"[""[Contact](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/somnia)""]",,,,,,mainnet,,,,,"[""eth"",""net"",""web3"",""WebSockets""]",,,,,,,,,,,,,,,5031
getblock-mainnet-pro-full-archive,,!offer:getblock-pro-full-archive,,,,,,,mainnet,,,,,"[""eth"",""net"",""web3"",""WebSockets""]",,,,,,,,,,,,,,,5031
getblock-mainnet-pro-recent-state,,!offer:getblock-pro-recent-state,,,,,,,mainnet,,,,,"[""eth"",""net"",""web3"",""WebSockets""]",,,,,,,,,,,,,,,5031
getblock-mainnet-starter-full-archive,,!offer:getblock-starter-full-archive,,,,,,,mainnet,,,,,"[""eth"",""net"",""web3"",""WebSockets""]",,,,,,,,,,,,,,,5031
getblock-mainnet-starter-recent-state,,!offer:getblock-starter-recent-state,,,,,,,mainnet,,,,,"[""eth"",""net"",""web3"",""WebSockets""]",,,,,,,,,,,,,,,5031
goldsky-testnet-free-indexer,,!offer:goldsky-free-indexer,"[""[Website](https://goldsky.com/chains/somnia)"",""[Docs](https://docs.goldsky.com/subgraphs/introduction)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
goldsky-testnet-pay-as-you-go-indexer,,!offer:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/subgraphs/introduction)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
ormi-mainnet-enterprise-indexer,,!offer:ormi-enterprise-indexer,"[""[Contact](https://calendly.com/ormilabs)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
ormi-mainnet-free-indexer,,!offer:ormi-free-indexer,"[""[Website](https://ormilabs.com/chain-list/somnia/)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
ormi-mainnet-pay-as-you-go-indexer,,!offer:ormi-pay-as-you-go-indexer,"[""[Buy](https://ormilabs.com/pricing)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
ormi-testnet-enterprise-indexer,,!offer:ormi-enterprise-indexer,"[""[Contact](https://calendly.com/ormilabs)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
ormi-testnet-free-indexer,,!offer:ormi-free-indexer,"[""[Website](https://ormilabs.com/chain-list/somnia/)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
ormi-testnet-pay-as-you-go-indexer,,!offer:ormi-pay-as-you-go-indexer,"[""[Buy](https://ormilabs.com/pricing)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
publicnode-mainnet-public-recent-state,,!offer:publicnode-public-recent-state,"[""[Website](https://somnia.publicnode.com/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
somnia-mainnet-free-recent-state,,!offer:somnia-free-recent-state,,,,,,,mainnet,,,TRUE,,,,,,,,,,,,,,,,,5031
somnia-testnet-free-recent-state,,!offer:somnia-free-recent-state,"[""[Website](https://testnet.somnia.network/)"",""[Docs](https://docs.somnia.network/developer/json-rpc-api)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
stakely-mainnet-dedicated-full-archive,,!offer:stakely-dedicated-full-archive,"[""[Buy](https://app.stakely.io/naas)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,,,,EVM JSON-RPC,mainnet,,,,,,,,,,,,,,,,,,,,5031
stakely-mainnet-dedicated-recent-state,,!offer:stakely-dedicated-recent-state,"[""[Buy](https://app.stakely.io/naas)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,,,,EVM JSON-RPC,mainnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-mainnet-dedicated-recent-state,,!offer:thirdweb-dedicated-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-mainnet-growth-indexer,,!offer:thirdweb-growth-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-mainnet-growth-recent-state,,!offer:thirdweb-growth-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-mainnet-scale-indexer,,!offer:thirdweb-scale-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-mainnet-scale-recent-state,,!offer:thirdweb-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-mainnet-starter-indexer,,!offer:thirdweb-starter-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-mainnet-starter-recent-state,,!offer:thirdweb-starter-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-testnet-dedicated-recent-state,,!offer:thirdweb-dedicated-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-testnet-growth-recent-state,,!offer:thirdweb-growth-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-testnet-scale-recent-state,,!offer:thirdweb-scale-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
thirdweb-testnet-starter-recent-state,,!offer:thirdweb-starter-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
validation-cloud-mainnet-free-recent-state,,!offer:validation-cloud-free-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
validation-cloud-mainnet-private-recent-state,,!offer:validation-cloud-private-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
validation-cloud-mainnet-scale-recent-state,,!offer:validation-cloud-scale-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,,5031
validation-cloud-testnet-free-recent-state,,!offer:validation-cloud-free-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
validation-cloud-testnet-private-recent-state,,!offer:validation-cloud-private-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
validation-cloud-testnet-scale-recent-state,,!offer:validation-cloud-scale-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,,5031
