slug,chainId,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,authenticationMethods,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla,networkSupportBasis
spectrum-mainnet-developer-full-archive,137,,!offer:spectrum-developer-full-archive,"[""[Website](https://spectrumnodes.com/networks/polygon-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-developer-recent-state,137,,!offer:spectrum-developer-recent-state,"[""[Website](https://spectrumnodes.com/networks/polygon-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-developer-trace,137,,!offer:spectrum-developer-trace,"[""[Website](https://spectrumnodes.com/networks/polygon-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-enterprise-full-archive,137,,!offer:spectrum-enterprise-full-archive,"[""[Website](https://spectrumnodes.com/networks/polygon-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-enterprise-recent-state,137,,!offer:spectrum-enterprise-recent-state,"[""[Website](https://spectrumnodes.com/networks/polygon-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-enterprise-trace,137,,!offer:spectrum-enterprise-trace,"[""[Website](https://spectrumnodes.com/networks/polygon-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-free-full-archive,137,,!offer:spectrum-free-full-archive,"[""[Website](https://spectrumnodes.com/networks/polygon-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-free-recent-state,137,,!offer:spectrum-free-recent-state,"[""[Website](https://spectrumnodes.com/networks/polygon-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-free-trace,137,,!offer:spectrum-free-trace,"[""[Website](https://spectrumnodes.com/networks/polygon-rpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-advanced-full-archive,137,,!offer:speedynodes-advanced-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-advanced-recent-state,137,,!offer:speedynodes-advanced-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-dedicated-full-archive,137,,!offer:speedynodes-dedicated-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-dedicated-recent-state,137,,!offer:speedynodes-dedicated-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-free-full-archive,137,,!offer:speedynodes-free-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-free-recent-state,137,,!offer:speedynodes-free-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-pro-full-archive,137,,!offer:speedynodes-pro-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-pro-recent-state,137,,!offer:speedynodes-pro-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-scale-full-archive,137,,!offer:speedynodes-scale-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-scale-recent-state,137,,!offer:speedynodes-scale-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-starter-full-archive,137,,!offer:speedynodes-starter-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-starter-recent-state,137,,!offer:speedynodes-starter-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
sqd-amoy-free-indexer,137,,!offer:sqd-free-indexer,"[""[Website](https://www.sqd.ai/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
sqd-amoy-pay-as-you-go-indexer,137,,!offer:sqd-pay-as-you-go-indexer,"[""[Buy](https://docs.sqd.ai/cloud/pricing/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
sqd-mainnet-free-indexer,137,,!offer:sqd-free-indexer,"[""[Website](https://www.sqd.ai/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
sqd-mainnet-pay-as-you-go-indexer,137,,!offer:sqd-pay-as-you-go-indexer,"[""[Buy](https://docs.sqd.ai/cloud/pricing/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
subquery-mainnet-pay-as-you-go-indexer,137,,!offer:subquery-pay-as-you-go-indexer,"[""[Buy](https://subquery.network/doc/subquery_network/node_operators/rewards.html#pricing-strategy)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/polygon.html)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
tatum-amoy-free-recent-state,137,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
tatum-amoy-pro-full-archive,137,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
tatum-amoy-pro-recent-state,137,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
tatum-amoy-scale-full-archive,137,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
tatum-amoy-scale-recent-state,137,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
tatum-amoy-starter-full-archive,137,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
tatum-amoy-starter-recent-state,137,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
tatum-mainnet-free-recent-state,137,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
tatum-mainnet-pro-full-archive,137,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
tatum-mainnet-pro-recent-state,137,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
tatum-mainnet-scale-full-archive,137,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
tatum-mainnet-scale-recent-state,137,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
tatum-mainnet-starter-full-archive,137,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
tatum-mainnet-starter-recent-state,137,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-polygon)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
thegraph-mainnet-free-indexer,137,,!offer:thegraph-free-indexer,"[""[Website](https://thegraph.com/subgraphs/)"",""[Docs](https://thegraph.com/docs/en/subgraphs/quick-start/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
thegraph-mainnet-pay-as-you-go-indexer,137,,!offer:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/matic/)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-growth-indexer,137,,!offer:thirdweb-growth-indexer,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-growth-recent-state,137,,!offer:thirdweb-growth-recent-state,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-scale-indexer,137,,!offer:thirdweb-scale-indexer,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-scale-recent-state,137,,!offer:thirdweb-scale-recent-state,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-starter-indexer,137,,!offer:thirdweb-starter-indexer,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-starter-recent-state,137,,!offer:thirdweb-starter-recent-state,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
uniblock-amoy-business-custom,137,,!offer:uniblock-business-custom,,,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
uniblock-amoy-dedicated-custom,137,,!offer:uniblock-dedicated-custom,,,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
uniblock-amoy-growth-custom,137,,!offer:uniblock-growth-custom,,,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
uniblock-amoy-pro-custom,137,,!offer:uniblock-pro-custom,,,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
uniblock-amoy-startup-custom,137,,!offer:uniblock-startup-custom,,,,,,,,amoy,,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-business-custom,137,,!offer:uniblock-business-custom,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-dedicated-custom,137,,!offer:uniblock-dedicated-custom,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-growth-custom,137,,!offer:uniblock-growth-custom,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-pro-custom,137,,!offer:uniblock-pro-custom,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-startup-custom,137,,!offer:uniblock-startup-custom,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-business-full-archive,137,,!offer:watchdata-business-full-archive,"[""[Website](https://polygon.api.watchdata.io/node/jsonrpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-business-recent-state,137,,!offer:watchdata-business-recent-state,"[""[Website](https://polygon.api.watchdata.io/node/jsonrpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-free-full-archive,137,,!offer:watchdata-free-full-archive,"[""[Website](https://polygon.api.watchdata.io/node/jsonrpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-free-recent-state,137,,!offer:watchdata-free-recent-state,"[""[Website](https://polygon.api.watchdata.io/node/jsonrpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-production-full-archive,137,,!offer:watchdata-production-full-archive,"[""[Website](https://polygon.api.watchdata.io/node/jsonrpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-production-recent-state,137,,!offer:watchdata-production-recent-state,"[""[Website](https://polygon.api.watchdata.io/node/jsonrpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-startup-full-archive,137,,!offer:watchdata-startup-full-archive,"[""[Website](https://polygon.api.watchdata.io/node/jsonrpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-startup-recent-state,137,,!offer:watchdata-startup-recent-state,"[""[Website](https://polygon.api.watchdata.io/node/jsonrpc)""]",,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
zerion-mainnet-builder-indexer,137,,!offer:zerion-builder-indexer,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
zerion-mainnet-developer-indexer,137,,!offer:zerion-developer-indexer,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
zerion-mainnet-enterprise-indexer,137,,!offer:zerion-enterprise-indexer,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
zerion-mainnet-growth-indexer,137,,!offer:zerion-growth-indexer,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
zerion-mainnet-startup-indexer,137,,!offer:zerion-startup-indexer,,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,,
