slug,chainId,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
quicknode-mainnet-accelerate-full-archive,56,,!offer:quicknode-accelerate-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-recent-state,56,,!offer:quicknode-accelerate-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-full-archive,56,,!offer:quicknode-build-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-recent-state,56,,!offer:quicknode-build-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-full-archive,56,,!offer:quicknode-business-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-recent-state,56,,!offer:quicknode-business-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-full-archive,56,,!offer:quicknode-scale-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-recent-state,56,,!offer:quicknode-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-accelerate-full-archive,56,,!offer:quicknode-accelerate-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-accelerate-recent-state,56,,!offer:quicknode-accelerate-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-build-full-archive,56,,!offer:quicknode-build-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-build-recent-state,56,,!offer:quicknode-build-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-business-full-archive,56,,!offer:quicknode-business-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-business-recent-state,56,,!offer:quicknode-business-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-scale-full-archive,56,,!offer:quicknode-scale-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
quicknode-testnet-scale-recent-state,56,,!offer:quicknode-scale-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-business-full-archive,56,,!offer:spectrum-business-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-business-recent-state,56,,!offer:spectrum-business-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-business-trace,56,,!offer:spectrum-business-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-developer-full-archive,56,,!offer:spectrum-developer-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-developer-recent-state,56,,!offer:spectrum-developer-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-developer-trace,56,,!offer:spectrum-developer-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-enterprise-full-archive,56,,!offer:spectrum-enterprise-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-enterprise-recent-state,56,,!offer:spectrum-enterprise-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-enterprise-trace,56,,!offer:spectrum-enterprise-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-free-full-archive,56,,!offer:spectrum-free-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-free-recent-state,56,,!offer:spectrum-free-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-free-trace,56,,!offer:spectrum-free-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-business-full-archive,56,,!offer:spectrum-business-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-business-recent-state,56,,!offer:spectrum-business-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-business-trace,56,,!offer:spectrum-business-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-developer-full-archive,56,,!offer:spectrum-developer-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-developer-recent-state,56,,!offer:spectrum-developer-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-developer-trace,56,,!offer:spectrum-developer-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-enterprise-full-archive,56,,!offer:spectrum-enterprise-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-enterprise-recent-state,56,,!offer:spectrum-enterprise-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-enterprise-trace,56,,!offer:spectrum-enterprise-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-free-full-archive,56,,!offer:spectrum-free-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-free-recent-state,56,,!offer:spectrum-free-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
spectrum-testnet-free-trace,56,,!offer:spectrum-free-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-advanced-full-archive,56,,!offer:speedynodes-advanced-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-advanced-recent-state,56,,!offer:speedynodes-advanced-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-dedicated-full-archive,56,,!offer:speedynodes-dedicated-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-dedicated-recent-state,56,,!offer:speedynodes-dedicated-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-free-full-archive,56,,!offer:speedynodes-free-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-free-recent-state,56,,!offer:speedynodes-free-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-pro-full-archive,56,,!offer:speedynodes-pro-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-pro-recent-state,56,,!offer:speedynodes-pro-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-scale-full-archive,56,,!offer:speedynodes-scale-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-scale-recent-state,56,,!offer:speedynodes-scale-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-starter-full-archive,56,,!offer:speedynodes-starter-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
speedynodes-mainnet-starter-recent-state,56,,!offer:speedynodes-starter-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-free-recent-state,56,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-pro-full-archive,56,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-pro-recent-state,56,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-scale-full-archive,56,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-scale-recent-state,56,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-starter-full-archive,56,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-starter-recent-state,56,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-free-recent-state,56,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-pro-full-archive,56,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-pro-recent-state,56,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-scale-full-archive,56,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-scale-recent-state,56,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-starter-full-archive,56,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-starter-recent-state,56,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-dedicated-recent-state,56,,!offer:thirdweb-dedicated-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-growth-indexer,56,,!offer:thirdweb-growth-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-growth-recent-state,56,,!offer:thirdweb-growth-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-scale-indexer,56,,!offer:thirdweb-scale-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-scale-recent-state,56,,!offer:thirdweb-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-starter-indexer,56,,!offer:thirdweb-starter-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-starter-recent-state,56,,!offer:thirdweb-starter-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
thirdweb-testnet-dedicated-recent-state,56,,!offer:thirdweb-dedicated-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
thirdweb-testnet-growth-recent-state,56,,!offer:thirdweb-growth-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
thirdweb-testnet-scale-recent-state,56,,!offer:thirdweb-scale-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
thirdweb-testnet-starter-recent-state,56,,!offer:thirdweb-starter-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-business-custom,56,,!offer:uniblock-business-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-dedicated-custom,56,,!offer:uniblock-dedicated-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-growth-custom,56,,!offer:uniblock-growth-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-pro-custom,56,,!offer:uniblock-pro-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-startup-custom,56,,!offer:uniblock-startup-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
uniblock-testnet-business-custom,56,,!offer:uniblock-business-custom,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
uniblock-testnet-dedicated-custom,56,,!offer:uniblock-dedicated-custom,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
uniblock-testnet-growth-custom,56,,!offer:uniblock-growth-custom,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
uniblock-testnet-pro-custom,56,,!offer:uniblock-pro-custom,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
uniblock-testnet-startup-custom,56,,!offer:uniblock-startup-custom,,,,,,,testnet,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-business-full-archive,56,,!offer:watchdata-business-full-archive,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-business-recent-state,56,,!offer:watchdata-business-recent-state,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-free-full-archive,56,,!offer:watchdata-free-full-archive,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-free-recent-state,56,,!offer:watchdata-free-recent-state,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-production-full-archive,56,,!offer:watchdata-production-full-archive,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-production-recent-state,56,,!offer:watchdata-production-recent-state,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-startup-full-archive,56,,!offer:watchdata-startup-full-archive,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
watchdata-mainnet-startup-recent-state,56,,!offer:watchdata-startup-recent-state,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
zerion-mainnet-builder-indexer,56,,!offer:zerion-builder-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
zerion-mainnet-developer-indexer,56,,!offer:zerion-developer-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
zerion-mainnet-enterprise-indexer,56,,!offer:zerion-enterprise-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
zerion-mainnet-growth-indexer,56,,!offer:zerion-growth-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
zerion-mainnet-startup-indexer,56,,!offer:zerion-startup-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
